               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,             0.03496,           0.0095782,            0.014293,             0.98695,                   1,               0.995,             0.75265,            0.016665,            0.003169,           0.0014296,           0.0069508,           0.0069508,           0.0069508
                 156,            0.031542,           0.0099123,            0.013149,             0.98695,                   1,               0.995,             0.75265,            0.016665,            0.003169,           0.0014296,            0.006931,            0.006931,            0.006931
                 157,            0.037749,           0.0081416,            0.029823,             0.99103,                   1,               0.995,             0.56974,             0.02004,           0.0033619,           0.0013208,           0.0069112,           0.0069112,           0.0069112
                 158,            0.028749,            0.011099,            0.008746,             0.99103,                   1,               0.995,             0.56974,             0.02004,           0.0033619,           0.0013208,           0.0068914,           0.0068914,           0.0068914
                 159,            0.035551,             0.01182,            0.013943,             0.99847,                   1,               0.995,             0.81979,            0.013034,           0.0030756,           0.0010603,           0.0068716,           0.0068716,           0.0068716
                 160,            0.030485,           0.0095948,           0.0080683,             0.99847,                   1,               0.995,             0.81979,            0.013034,           0.0030756,           0.0010603,           0.0068518,           0.0068518,           0.0068518
                 161,            0.031126,            0.011634,           0.0079075,             0.99141,                   1,               0.995,             0.60428,            0.017598,           0.0032644,           0.0010685,            0.006832,            0.006832,            0.006832
                 162,            0.025053,            0.011556,           0.0084276,             0.99141,                   1,               0.995,             0.60428,            0.017598,           0.0032644,           0.0010685,           0.0068122,           0.0068122,           0.0068122
                 163,            0.033273,            0.010431,           0.0086796,             0.98319,              0.9999,               0.995,             0.72259,            0.017988,           0.0032461,           0.0011738,           0.0067924,           0.0067924,           0.0067924
                 164,            0.035492,            0.011499,           0.0095174,             0.98319,              0.9999,               0.995,             0.72259,            0.017988,           0.0032461,           0.0011738,           0.0067726,           0.0067726,           0.0067726
                 165,            0.039497,           0.0095201,            0.011382,             0.96004,             0.99981,               0.995,             0.71449,            0.016402,           0.0032834,           0.0018756,           0.0067528,           0.0067528,           0.0067528
                 166,            0.037001,              0.0105,           0.0090768,             0.96004,             0.99981,               0.995,             0.71449,            0.016402,           0.0032834,           0.0018756,            0.006733,            0.006733,            0.006733
                 167,            0.033854,           0.0097322,             0.01055,             0.93291,                   1,               0.995,             0.77097,            0.013905,           0.0029858,           0.0023408,           0.0067132,           0.0067132,           0.0067132
                 168,            0.031383,           0.0093165,            0.012398,             0.93291,                   1,               0.995,             0.77097,            0.013905,           0.0029858,           0.0023408,           0.0066934,           0.0066934,           0.0066934
                 169,            0.025422,            0.011937,           0.0085409,             0.88111,             0.99989,               0.995,             0.74707,            0.012024,           0.0028668,           0.0036021,           0.0066736,           0.0066736,           0.0066736
                 170,            0.032591,            0.010282,            0.013538,             0.88111,             0.99989,               0.995,             0.74707,            0.012024,           0.0028668,           0.0036021,           0.0066538,           0.0066538,           0.0066538
                 171,            0.037969,           0.0098817,            0.011079,             0.88116,             0.99987,               0.995,             0.71285,            0.013096,           0.0028941,           0.0042003,            0.006634,            0.006634,            0.006634
                 172,             0.03435,           0.0085867,           0.0082082,             0.88116,             0.99987,               0.995,             0.71285,            0.013096,           0.0028941,           0.0042003,           0.0066142,           0.0066142,           0.0066142
                 173,            0.034623,           0.0084712,           0.0095564,             0.82936,                   1,               0.995,             0.72315,            0.016393,           0.0028542,           0.0021519,           0.0065944,           0.0065944,           0.0065944
                 174,             0.02989,           0.0079409,           0.0082983,             0.82936,                   1,               0.995,             0.72315,            0.016393,           0.0028542,           0.0021519,           0.0065746,           0.0065746,           0.0065746
                 175,            0.032269,            0.010196,            0.011781,              0.9162,                   1,               0.995,             0.80494,            0.014774,           0.0026736,           0.0027932,           0.0065548,           0.0065548,           0.0065548
                 176,            0.031109,            0.011154,           0.0097158,              0.9162,                   1,               0.995,             0.80494,            0.014774,           0.0026736,           0.0027932,            0.006535,            0.006535,            0.006535
                 177,            0.027538,            0.010614,            0.010036,             0.94329,                   1,               0.995,             0.76362,            0.013059,            0.002579,           0.0024263,           0.0065152,           0.0065152,           0.0065152
                 178,            0.034407,            0.010203,            0.012529,             0.94329,                   1,               0.995,             0.76362,            0.013059,            0.002579,           0.0024263,           0.0064954,           0.0064954,           0.0064954
                 179,            0.041101,           0.0081053,            0.010077,             0.97612,                   1,               0.995,             0.75414,            0.016637,           0.0025651,           0.0015955,           0.0064756,           0.0064756,           0.0064756
                 180,             0.03539,           0.0099337,            0.010081,             0.97612,                   1,               0.995,             0.75414,            0.016637,           0.0025651,           0.0015955,           0.0064558,           0.0064558,           0.0064558
                 181,            0.037359,             0.01069,            0.012266,             0.98705,                   1,               0.995,             0.71959,            0.014688,           0.0026999,           0.0013276,            0.006436,            0.006436,            0.006436
                 182,            0.030242,           0.0089546,            0.012911,             0.98705,                   1,               0.995,             0.71959,            0.014688,           0.0026999,           0.0013276,           0.0064162,           0.0064162,           0.0064162
                 183,            0.026502,           0.0092528,           0.0081694,             0.98541,             0.99993,               0.995,             0.75817,            0.013338,           0.0025163,           0.0014312,           0.0063964,           0.0063964,           0.0063964
                 184,            0.033273,            0.010807,           0.0070062,             0.98541,             0.99993,               0.995,             0.75817,            0.013338,           0.0025163,           0.0014312,           0.0063766,           0.0063766,           0.0063766
                 185,            0.029369,           0.0091026,            0.008914,             0.98419,                   1,               0.995,              0.8387,             0.01122,           0.0023637,           0.0013832,           0.0063568,           0.0063568,           0.0063568
                 186,            0.032476,            0.010652,           0.0087675,             0.98419,                   1,               0.995,              0.8387,             0.01122,           0.0023637,           0.0013832,            0.006337,            0.006337,            0.006337
                 187,            0.033803,            0.010663,             0.01179,             0.99036,                   1,               0.995,             0.86064,           0.0094967,           0.0023083,            0.001214,           0.0063172,           0.0063172,           0.0063172
                 188,            0.028192,            0.010517,           0.0068005,             0.99036,                   1,               0.995,             0.86064,           0.0094967,           0.0023083,            0.001214,           0.0062974,           0.0062974,           0.0062974
                 189,            0.028681,            0.010273,            0.010471,             0.99017,                   1,               0.995,             0.75943,            0.012864,           0.0023245,            0.001045,           0.0062776,           0.0062776,           0.0062776
                 190,            0.030695,           0.0082559,           0.0077696,             0.99017,                   1,               0.995,             0.75943,            0.012864,           0.0023245,            0.001045,           0.0062578,           0.0062578,           0.0062578
                 191,            0.031202,              0.0101,           0.0087815,             0.99321,             0.99975,               0.995,             0.83586,            0.011739,           0.0023581,           0.0009868,            0.006238,            0.006238,            0.006238
                 192,            0.033866,            0.011335,            0.009712,             0.99321,             0.99975,               0.995,             0.83586,            0.011739,           0.0023581,           0.0009868,           0.0062182,           0.0062182,           0.0062182
                 193,             0.03123,            0.010327,           0.0091371,             0.99541,                   1,               0.995,             0.55058,             0.02313,            0.002735,          0.00096882,           0.0061984,           0.0061984,           0.0061984
                 194,            0.032739,            0.011027,           0.0070991,             0.99541,                   1,               0.995,             0.55058,             0.02313,            0.002735,          0.00096882,           0.0061786,           0.0061786,           0.0061786
                 195,            0.028703,            0.010919,           0.0071933,             0.99818,                   1,               0.995,              0.7719,            0.012332,           0.0024811,          0.00096467,           0.0061588,           0.0061588,           0.0061588
                 196,            0.035061,            0.011838,            0.009267,             0.99818,                   1,               0.995,              0.7719,            0.012332,           0.0024811,          0.00096467,            0.006139,            0.006139,            0.006139
                 197,            0.030263,            0.010325,           0.0080391,             0.99928,                   1,               0.995,             0.63788,            0.014981,           0.0025327,           0.0010068,           0.0061192,           0.0061192,           0.0061192
                 198,            0.034159,            0.010651,            0.012062,             0.99928,                   1,               0.995,             0.63788,            0.014981,           0.0025327,           0.0010068,           0.0060994,           0.0060994,           0.0060994
                 199,            0.028863,            0.012546,            0.007281,             0.99623,                   1,               0.995,             0.83774,           0.0096779,           0.0025568,           0.0010288,           0.0060796,           0.0060796,           0.0060796
                 200,            0.028718,            0.010126,            0.011922,             0.99623,                   1,               0.995,             0.83774,           0.0096779,           0.0025568,           0.0010288,           0.0060598,           0.0060598,           0.0060598
                 201,            0.034017,           0.0092461,            0.013087,             0.99088,                   1,               0.995,             0.64203,            0.014253,            0.002581,           0.0010953,             0.00604,             0.00604,             0.00604
                 202,            0.029411,            0.009507,            0.011037,             0.99088,                   1,               0.995,             0.64203,            0.014253,            0.002581,           0.0010953,           0.0060202,           0.0060202,           0.0060202
                 203,            0.033341,           0.0086805,            0.012503,             0.98312,                   1,               0.995,             0.81054,            0.010916,           0.0023092,           0.0011838,           0.0060004,           0.0060004,           0.0060004
                 204,            0.034912,           0.0076912,           0.0072448,             0.98312,                   1,               0.995,             0.81054,            0.010916,           0.0023092,           0.0011838,           0.0059806,           0.0059806,           0.0059806
                 205,            0.032519,            0.010154,           0.0076578,             0.98798,                   1,               0.995,             0.81367,            0.011599,            0.002616,           0.0012318,           0.0059608,           0.0059608,           0.0059608
                 206,            0.027169,            0.011518,            0.014963,             0.98798,                   1,               0.995,             0.81367,            0.011599,            0.002616,           0.0012318,            0.005941,            0.005941,            0.005941
                 207,            0.032634,           0.0082008,           0.0081707,             0.98516,             0.99994,               0.995,             0.65116,            0.019181,           0.0026614,           0.0012771,           0.0059212,           0.0059212,           0.0059212
                 208,             0.03396,           0.0088403,            0.017352,             0.98516,             0.99994,               0.995,             0.65116,            0.019181,           0.0026614,           0.0012771,           0.0059014,           0.0059014,           0.0059014
                 209,            0.037024,           0.0081508,            0.012735,             0.98847,                   1,               0.995,             0.83361,            0.011643,           0.0026049,           0.0012387,           0.0058816,           0.0058816,           0.0058816
                 210,            0.030444,            0.011029,           0.0089208,             0.98847,                   1,               0.995,             0.83361,            0.011643,           0.0026049,           0.0012387,           0.0058618,           0.0058618,           0.0058618
                 211,            0.027151,            0.010139,            0.012815,             0.99203,                   1,               0.995,             0.68611,            0.014794,           0.0024014,           0.0012517,            0.005842,            0.005842,            0.005842
                 212,            0.027329,           0.0088689,            0.010466,             0.99203,                   1,               0.995,             0.68611,            0.014794,           0.0024014,           0.0012517,           0.0058222,           0.0058222,           0.0058222
                 213,            0.025443,           0.0089156,            0.013826,             0.98983,                   1,               0.995,             0.77472,            0.010254,           0.0023149,           0.0012465,           0.0058024,           0.0058024,           0.0058024
                 214,            0.031122,           0.0089124,            0.013224,             0.98983,                   1,               0.995,             0.77472,            0.010254,           0.0023149,           0.0012465,           0.0057826,           0.0057826,           0.0057826
                 215,            0.027419,            0.010626,            0.014708,             0.99475,                   1,               0.995,             0.82831,            0.011565,           0.0022155,           0.0011095,           0.0057628,           0.0057628,           0.0057628
                 216,            0.028133,           0.0084543,            0.009299,             0.99475,                   1,               0.995,             0.82831,            0.011565,           0.0022155,           0.0011095,            0.005743,            0.005743,            0.005743
                 217,            0.026981,             0.00982,            0.014175,             0.99517,                   1,               0.995,             0.77495,           0.0097411,           0.0022502,           0.0010613,           0.0057232,           0.0057232,           0.0057232
                 218,            0.026092,           0.0098622,           0.0085738,             0.99517,                   1,               0.995,             0.77495,           0.0097411,           0.0022502,           0.0010613,           0.0057034,           0.0057034,           0.0057034
                 219,            0.026178,           0.0098339,            0.006246,             0.99916,                   1,               0.995,             0.80494,            0.010639,            0.002283,           0.0010334,           0.0056836,           0.0056836,           0.0056836
                 220,            0.031608,           0.0073527,           0.0088876,             0.99916,                   1,               0.995,             0.80494,            0.010639,            0.002283,           0.0010334,           0.0056638,           0.0056638,           0.0056638
                 221,            0.028082,           0.0087943,            0.011189,             0.99699,                   1,               0.995,             0.76992,             0.01214,             0.00229,           0.0010365,            0.005644,            0.005644,            0.005644
                 222,            0.031037,           0.0098641,            0.010353,             0.99699,                   1,               0.995,             0.76992,             0.01214,             0.00229,           0.0010365,           0.0056242,           0.0056242,           0.0056242
                 223,            0.030581,            0.009101,           0.0091946,             0.99947,                   1,               0.995,             0.84809,           0.0091349,           0.0023089,           0.0010345,           0.0056044,           0.0056044,           0.0056044
                 224,              0.0233,           0.0092995,           0.0098495,             0.99947,                   1,               0.995,             0.84809,           0.0091349,           0.0023089,           0.0010345,           0.0055846,           0.0055846,           0.0055846
                 225,            0.030141,           0.0072677,            0.012572,             0.99942,                   1,               0.995,             0.84018,            0.011006,            0.002275,          0.00098306,           0.0055648,           0.0055648,           0.0055648
                 226,            0.021273,           0.0061863,           0.0028774,             0.99942,                   1,               0.995,             0.84018,            0.011006,            0.002275,          0.00098306,            0.005545,            0.005545,            0.005545
                 227,            0.027173,           0.0091427,            0.012433,             0.99623,                   1,               0.995,              0.6402,            0.014756,            0.002527,          0.00083575,           0.0055252,           0.0055252,           0.0055252
                 228,            0.032614,           0.0089936,            0.010845,             0.99623,                   1,               0.995,              0.6402,            0.014756,            0.002527,          0.00083575,           0.0055054,           0.0055054,           0.0055054
                 229,            0.029657,            0.010911,             0.01429,              0.9948,                   1,               0.995,              0.8377,            0.011146,           0.0022341,          0.00080217,           0.0054856,           0.0054856,           0.0054856
                 230,            0.025587,           0.0080887,           0.0053488,              0.9948,                   1,               0.995,              0.8377,            0.011146,           0.0022341,          0.00080217,           0.0054658,           0.0054658,           0.0054658
                 231,            0.022811,           0.0091352,           0.0051445,             0.98863,                   1,               0.995,             0.72596,            0.012913,           0.0023854,          0.00085116,            0.005446,            0.005446,            0.005446
                 232,             0.02811,           0.0092845,            0.014629,             0.98863,                   1,               0.995,             0.72596,            0.012913,           0.0023854,          0.00085116,           0.0054262,           0.0054262,           0.0054262
                 233,            0.026272,           0.0097034,            0.010489,             0.98966,                   1,               0.995,             0.80496,            0.010694,           0.0024984,           0.0008761,           0.0054064,           0.0054064,           0.0054064
                 234,              0.0278,           0.0078613,            0.010174,             0.98966,                   1,               0.995,             0.80496,            0.010694,           0.0024984,           0.0008761,           0.0053866,           0.0053866,           0.0053866
                 235,            0.027289,           0.0098177,            0.011874,             0.99009,                   1,               0.995,              0.7389,            0.014284,           0.0029997,           0.0014333,           0.0053668,           0.0053668,           0.0053668
                 236,             0.02968,           0.0087366,           0.0073716,             0.99009,                   1,               0.995,              0.7389,            0.014284,           0.0029997,           0.0014333,            0.005347,            0.005347,            0.005347
                 237,            0.025504,           0.0093478,           0.0044566,              0.9918,                   1,               0.995,             0.82729,            0.010626,           0.0031655,           0.0023221,           0.0053272,           0.0053272,           0.0053272
                 238,            0.024993,           0.0082898,           0.0077545,              0.9918,                   1,               0.995,             0.82729,            0.010626,           0.0031655,           0.0023221,           0.0053074,           0.0053074,           0.0053074
                 239,            0.022202,           0.0087246,           0.0043137,             0.99652,                   1,               0.995,             0.76316,            0.012009,           0.0029785,           0.0012394,           0.0052876,           0.0052876,           0.0052876
                 240,            0.027044,           0.0098949,            0.012559,             0.99652,                   1,               0.995,             0.76316,            0.012009,           0.0029785,           0.0012394,           0.0052678,           0.0052678,           0.0052678
                 241,            0.032212,            0.008742,           0.0094725,             0.99412,                   1,               0.995,             0.82884,            0.013984,           0.0030163,          0.00077893,            0.005248,            0.005248,            0.005248
                 242,            0.029954,            0.011021,           0.0083309,             0.99412,                   1,               0.995,             0.82884,            0.013984,           0.0030163,          0.00077893,           0.0052282,           0.0052282,           0.0052282
                 243,            0.032485,            0.011739,           0.0097032,             0.99739,                   1,               0.995,             0.77241,            0.011367,           0.0028544,          0.00075277,           0.0052084,           0.0052084,           0.0052084
                 244,            0.016676,            0.008344,            0.010754,             0.99739,                   1,               0.995,             0.77241,            0.011367,           0.0028544,          0.00075277,           0.0051886,           0.0051886,           0.0051886
                 245,            0.023549,            0.009766,           0.0091853,             0.99737,                   1,               0.995,              0.7659,            0.012233,           0.0028497,          0.00075574,           0.0051688,           0.0051688,           0.0051688
                 246,            0.029415,           0.0097697,           0.0076847,             0.99737,                   1,               0.995,              0.7659,            0.012233,           0.0028497,          0.00075574,            0.005149,            0.005149,            0.005149
                 247,            0.024357,           0.0090634,           0.0076774,             0.99717,                   1,               0.995,             0.78649,            0.013116,           0.0034988,          0.00078938,           0.0051292,           0.0051292,           0.0051292
                 248,            0.027857,           0.0092443,           0.0082227,             0.99717,                   1,               0.995,             0.78649,            0.013116,           0.0034988,          0.00078938,           0.0051094,           0.0051094,           0.0051094
                 249,            0.033904,           0.0083817,            0.010699,             0.99619,                   1,               0.995,             0.74821,            0.012371,           0.0033744,           0.0007518,           0.0050896,           0.0050896,           0.0050896
                 250,            0.021342,           0.0083261,           0.0048417,             0.99619,                   1,               0.995,             0.74821,            0.012371,           0.0033744,           0.0007518,           0.0050698,           0.0050698,           0.0050698
                 251,            0.028114,           0.0096249,           0.0086487,              0.9979,                   1,               0.995,             0.82737,            0.011746,           0.0033427,          0.00069315,             0.00505,             0.00505,             0.00505
                 252,             0.02855,           0.0091342,           0.0046632,              0.9979,                   1,               0.995,             0.82737,            0.011746,           0.0033427,          0.00069315,           0.0050302,           0.0050302,           0.0050302
                 253,            0.029753,           0.0077903,           0.0076643,              0.9916,                   1,               0.995,             0.67867,            0.014763,           0.0039378,          0.00066351,           0.0050104,           0.0050104,           0.0050104
                 254,            0.029636,           0.0062281,            0.014646,              0.9916,                   1,               0.995,             0.67867,            0.014763,           0.0039378,          0.00066351,           0.0049906,           0.0049906,           0.0049906
                 255,             0.03142,            0.010445,           0.0087091,             0.99265,                   1,               0.995,             0.84388,            0.011185,           0.0036161,          0.00064029,           0.0049708,           0.0049708,           0.0049708
                 256,            0.028816,            0.010618,            0.012573,             0.99265,                   1,               0.995,             0.84388,            0.011185,           0.0036161,          0.00064029,            0.004951,            0.004951,            0.004951
                 257,             0.02613,           0.0087183,            0.003647,             0.98483,                   1,               0.995,              0.7235,            0.014139,           0.0036734,          0.00065515,           0.0049312,           0.0049312,           0.0049312
                 258,            0.029693,           0.0099713,           0.0050709,             0.98483,                   1,               0.995,              0.7235,            0.014139,           0.0036734,          0.00065515,           0.0049114,           0.0049114,           0.0049114
                 259,            0.026362,           0.0092161,            0.008239,             0.98905,             0.99992,               0.995,             0.80168,            0.012185,           0.0034747,          0.00060997,           0.0048916,           0.0048916,           0.0048916
                 260,            0.030307,           0.0088455,            0.013494,             0.98905,             0.99992,               0.995,             0.80168,            0.012185,           0.0034747,          0.00060997,           0.0048718,           0.0048718,           0.0048718
                 261,            0.031348,            0.010135,             0.01209,             0.99303,                   1,               0.995,             0.77642,            0.013194,           0.0034212,            0.000605,            0.004852,            0.004852,            0.004852
                 262,            0.029491,           0.0077921,            0.006125,             0.99303,                   1,               0.995,             0.77642,            0.013194,           0.0034212,            0.000605,           0.0048322,           0.0048322,           0.0048322
                 263,            0.024332,           0.0076127,            0.006499,             0.99849,                   1,               0.995,             0.82964,            0.012008,             0.00306,          0.00060721,           0.0048124,           0.0048124,           0.0048124
                 264,            0.029539,            0.008871,           0.0054905,             0.99849,                   1,               0.995,             0.82964,            0.012008,             0.00306,          0.00060721,           0.0047926,           0.0047926,           0.0047926
                 265,            0.024947,           0.0093162,           0.0068839,             0.99754,                   1,               0.995,             0.90129,           0.0091872,           0.0026135,          0.00061227,           0.0047728,           0.0047728,           0.0047728
                 266,            0.027036,           0.0083732,           0.0065825,             0.99754,                   1,               0.995,             0.90129,           0.0091872,           0.0026135,          0.00061227,            0.004753,            0.004753,            0.004753
                 267,            0.028802,           0.0079339,           0.0074809,             0.99728,                   1,               0.995,             0.75312,            0.013007,           0.0026534,          0.00059866,           0.0047332,           0.0047332,           0.0047332
                 268,            0.030479,           0.0090234,           0.0092835,             0.99728,                   1,               0.995,             0.75312,            0.013007,           0.0026534,          0.00059866,           0.0047134,           0.0047134,           0.0047134
                 269,            0.027937,           0.0075526,           0.0048567,              0.9974,                   1,               0.995,             0.83166,            0.009435,           0.0027829,          0.00062077,           0.0046936,           0.0046936,           0.0046936
                 270,            0.021197,           0.0085366,           0.0045367,              0.9974,                   1,               0.995,             0.83166,            0.009435,           0.0027829,          0.00062077,           0.0046738,           0.0046738,           0.0046738
                 271,            0.025952,           0.0086037,            0.014441,             0.99399,                   1,               0.995,               0.837,           0.0083397,           0.0028229,          0.00073385,            0.004654,            0.004654,            0.004654
                 272,            0.025769,           0.0076243,           0.0092468,             0.99399,                   1,               0.995,               0.837,           0.0083397,           0.0028229,          0.00073385,           0.0046342,           0.0046342,           0.0046342
                 273,            0.023983,           0.0075949,           0.0038879,             0.99457,                   1,               0.995,             0.87382,            0.010711,           0.0029426,          0.00074992,           0.0046144,           0.0046144,           0.0046144
                 274,            0.023252,           0.0078401,           0.0033825,             0.99457,                   1,               0.995,             0.87382,            0.010711,           0.0029426,          0.00074992,           0.0045946,           0.0045946,           0.0045946
                 275,            0.027633,           0.0078892,           0.0064873,             0.99404,             0.99996,               0.995,             0.84244,           0.0085779,           0.0027646,           0.0007559,           0.0045748,           0.0045748,           0.0045748
                 276,            0.023721,           0.0085608,           0.0047212,             0.99404,             0.99996,               0.995,             0.84244,           0.0085779,           0.0027646,           0.0007559,            0.004555,            0.004555,            0.004555
                 277,            0.025427,           0.0079957,           0.0041876,              0.9951,                   1,               0.995,             0.84244,           0.0088566,           0.0027618,          0.00072125,           0.0045352,           0.0045352,           0.0045352
                 278,            0.018608,           0.0069217,           0.0082582,              0.9951,                   1,               0.995,             0.84244,           0.0088566,           0.0027618,          0.00072125,           0.0045154,           0.0045154,           0.0045154
                 279,            0.031566,           0.0074601,           0.0076352,             0.99484,                   1,               0.995,             0.89323,           0.0090815,           0.0024962,           0.0007045,           0.0044956,           0.0044956,           0.0044956
                 280,            0.029113,           0.0080633,           0.0068911,             0.99484,                   1,               0.995,             0.89323,           0.0090815,           0.0024962,           0.0007045,           0.0044758,           0.0044758,           0.0044758
                 281,            0.028593,           0.0091985,           0.0059387,             0.99166,                   1,               0.995,             0.81173,            0.010397,           0.0025129,          0.00080871,            0.004456,            0.004456,            0.004456
                 282,            0.025575,           0.0085083,           0.0068455,             0.99166,                   1,               0.995,             0.81173,            0.010397,           0.0025129,          0.00080871,           0.0044362,           0.0044362,           0.0044362
                 283,            0.017421,           0.0073431,           0.0029515,             0.99305,                   1,               0.995,             0.86387,            0.010594,           0.0024194,          0.00079889,           0.0044164,           0.0044164,           0.0044164
                 284,            0.032639,           0.0084554,            0.010044,             0.99305,                   1,               0.995,             0.86387,            0.010594,           0.0024194,          0.00079889,           0.0043966,           0.0043966,           0.0043966
                 285,            0.030546,           0.0076847,           0.0058139,             0.98961,                   1,               0.995,             0.78625,            0.011923,           0.0023812,          0.00094531,           0.0043768,           0.0043768,           0.0043768
                 286,            0.026071,            0.007998,           0.0048644,             0.98961,                   1,               0.995,             0.78625,            0.011923,           0.0023812,          0.00094531,            0.004357,            0.004357,            0.004357
                 287,            0.025841,           0.0097631,           0.0051093,             0.98576,                   1,               0.995,             0.86194,           0.0080903,            0.002157,           0.0011285,           0.0043372,           0.0043372,           0.0043372
                 288,            0.024868,           0.0086263,            0.003305,             0.98576,                   1,               0.995,             0.86194,           0.0080903,            0.002157,           0.0011285,           0.0043174,           0.0043174,           0.0043174
                 289,            0.026151,           0.0083559,           0.0090986,             0.95503,                   1,               0.995,             0.82891,            0.010823,           0.0020431,           0.0019443,           0.0042976,           0.0042976,           0.0042976
                 290,            0.028779,           0.0087676,           0.0057027,             0.95503,                   1,               0.995,             0.82891,            0.010823,           0.0020431,           0.0019443,           0.0042778,           0.0042778,           0.0042778
                 291,            0.024591,            0.009358,           0.0058133,             0.89149,             0.99999,               0.995,             0.86089,           0.0086644,           0.0018411,           0.0039048,            0.004258,            0.004258,            0.004258
                 292,             0.02859,           0.0089386,           0.0069889,             0.89149,             0.99999,               0.995,             0.86089,           0.0086644,           0.0018411,           0.0039048,           0.0042382,           0.0042382,           0.0042382
                 293,            0.027653,             0.00754,           0.0057397,             0.90272,             0.99981,               0.995,             0.88424,           0.0097439,            0.001932,           0.0034664,           0.0042184,           0.0042184,           0.0042184
                 294,            0.028193,           0.0094528,           0.0041189,             0.90272,             0.99981,               0.995,             0.88424,           0.0097439,            0.001932,           0.0034664,           0.0041986,           0.0041986,           0.0041986
                 295,            0.018476,            0.008262,           0.0046413,             0.91167,                   1,               0.995,             0.85842,            0.010461,           0.0018864,           0.0030601,           0.0041788,           0.0041788,           0.0041788
                 296,            0.044955,            0.008209,            0.011777,             0.91167,                   1,               0.995,             0.85842,            0.010461,           0.0018864,           0.0030601,            0.004159,            0.004159,            0.004159
                 297,            0.022828,           0.0089663,           0.0055846,             0.91198,                   1,               0.995,             0.81267,            0.010979,           0.0020133,           0.0030406,           0.0041392,           0.0041392,           0.0041392
                 298,            0.026238,            0.009409,           0.0048302,             0.91198,                   1,               0.995,             0.81267,            0.010979,           0.0020133,           0.0030406,           0.0041194,           0.0041194,           0.0041194
                 299,            0.028104,           0.0082637,            0.014733,             0.90483,             0.99988,               0.995,             0.88362,           0.0082958,           0.0021091,           0.0036944,           0.0040996,           0.0040996,           0.0040996
                 300,            0.026365,            0.008121,            0.027028,             0.90483,             0.99988,               0.995,             0.88362,           0.0082958,           0.0021091,           0.0036944,           0.0040798,           0.0040798,           0.0040798
                 301,            0.018341,           0.0088459,           0.0058241,             0.91965,             0.99952,               0.995,             0.81533,           0.0090345,           0.0022415,           0.0031859,             0.00406,             0.00406,             0.00406
                 302,            0.025442,           0.0067061,           0.0057207,             0.91965,             0.99952,               0.995,             0.81533,           0.0090345,           0.0022415,           0.0031859,           0.0040402,           0.0040402,           0.0040402
                 303,            0.023314,           0.0075306,           0.0026171,             0.96939,                   1,               0.995,             0.83642,            0.010616,           0.0024985,           0.0025061,           0.0040204,           0.0040204,           0.0040204
                 304,            0.026975,           0.0080657,           0.0061628,             0.96939,                   1,               0.995,             0.83642,            0.010616,           0.0024985,           0.0025061,           0.0040006,           0.0040006,           0.0040006
                 305,            0.027116,            0.009141,           0.0048347,             0.99079,                   1,               0.995,             0.87481,           0.0087446,           0.0023302,           0.0016315,           0.0039808,           0.0039808,           0.0039808
                 306,            0.022611,            0.009058,           0.0048145,             0.99079,                   1,               0.995,             0.87481,           0.0087446,           0.0023302,           0.0016315,            0.003961,            0.003961,            0.003961
                 307,            0.025553,           0.0079201,           0.0049258,              0.9975,                   1,               0.995,             0.83203,           0.0095728,           0.0023113,           0.0010437,           0.0039412,           0.0039412,           0.0039412
                 308,            0.027407,           0.0081369,             0.01006,              0.9975,                   1,               0.995,             0.83203,           0.0095728,           0.0023113,           0.0010437,           0.0039214,           0.0039214,           0.0039214
                 309,            0.027042,           0.0075469,           0.0059819,             0.99873,                   1,               0.995,             0.82048,            0.010272,           0.0022493,          0.00079297,           0.0039016,           0.0039016,           0.0039016
                 310,            0.022088,           0.0076299,            0.011604,             0.99873,                   1,               0.995,             0.82048,            0.010272,           0.0022493,          0.00079297,           0.0038818,           0.0038818,           0.0038818
                 311,            0.021491,           0.0087965,           0.0077454,             0.99941,                   1,               0.995,             0.81311,           0.0085972,           0.0022924,          0.00063856,            0.003862,            0.003862,            0.003862
                 312,             0.02434,           0.0079808,           0.0054856,             0.99941,                   1,               0.995,             0.81311,           0.0085972,           0.0022924,          0.00063856,           0.0038422,           0.0038422,           0.0038422
                 313,            0.025111,           0.0083901,            0.004363,             0.99932,                   1,               0.995,             0.85382,           0.0094631,           0.0024065,          0.00058649,           0.0038224,           0.0038224,           0.0038224
                 314,            0.023532,           0.0082101,           0.0098226,             0.99932,                   1,               0.995,             0.85382,           0.0094631,           0.0024065,          0.00058649,           0.0038026,           0.0038026,           0.0038026
                 315,            0.021612,           0.0073931,           0.0054991,              0.9994,                   1,               0.995,             0.86276,           0.0084252,            0.002273,          0.00054495,           0.0037828,           0.0037828,           0.0037828
                 316,            0.023472,           0.0084739,           0.0061578,              0.9994,                   1,               0.995,             0.86276,           0.0084252,            0.002273,          0.00054495,            0.003763,            0.003763,            0.003763
                 317,            0.024236,            0.010251,           0.0069445,             0.99756,                   1,               0.995,             0.86377,           0.0091188,           0.0021373,           0.0005348,           0.0037432,           0.0037432,           0.0037432
