               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 318,            0.021429,           0.0084271,           0.0055865,             0.99756,                   1,               0.995,             0.86377,           0.0091188,           0.0021373,           0.0005348,           0.0037234,           0.0037234,           0.0037234
                 319,            0.025001,           0.0096763,           0.0038854,             0.99727,                   1,               0.995,             0.84111,           0.0080867,           0.0021613,          0.00050537,           0.0037036,           0.0037036,           0.0037036
                 320,            0.021609,           0.0095799,             0.01061,             0.99727,                   1,               0.995,             0.84111,           0.0080867,           0.0021613,          0.00050537,           0.0036838,           0.0036838,           0.0036838
                 321,            0.017401,           0.0088207,           0.0030548,             0.99718,                   1,               0.995,             0.86014,           0.0077719,           0.0023122,          0.00049681,            0.003664,            0.003664,            0.003664
                 322,            0.022308,            0.010459,           0.0045615,             0.99718,                   1,               0.995,             0.86014,           0.0077719,           0.0023122,          0.00049681,           0.0036442,           0.0036442,           0.0036442
                 323,            0.021172,           0.0082654,           0.0095618,             0.99673,                   1,               0.995,             0.82528,             0.01043,           0.0024307,          0.00050008,           0.0036244,           0.0036244,           0.0036244
                 324,            0.021364,           0.0070662,           0.0093691,             0.99673,                   1,               0.995,             0.82528,             0.01043,           0.0024307,          0.00050008,           0.0036046,           0.0036046,           0.0036046
                 325,            0.025335,           0.0078809,           0.0063131,             0.99654,                   1,               0.995,             0.80946,            0.010361,           0.0024632,          0.00050127,           0.0035848,           0.0035848,           0.0035848
                 326,            0.030677,           0.0095178,           0.0065371,             0.99654,                   1,               0.995,             0.80946,            0.010361,           0.0024632,          0.00050127,            0.003565,            0.003565,            0.003565
                 327,            0.025362,           0.0071529,           0.0035047,              0.9963,                   1,               0.995,             0.86848,            0.008283,            0.002446,          0.00051918,           0.0035452,           0.0035452,           0.0035452
                 328,            0.023604,           0.0081022,           0.0079241,              0.9963,                   1,               0.995,             0.86848,            0.008283,            0.002446,          0.00051918,           0.0035254,           0.0035254,           0.0035254
                 329,            0.021494,           0.0078505,           0.0082483,             0.99556,                   1,               0.995,             0.86278,           0.0083008,           0.0024099,          0.00052868,           0.0035056,           0.0035056,           0.0035056
                 330,            0.027681,           0.0072562,           0.0060616,             0.99556,                   1,               0.995,             0.86278,           0.0083008,           0.0024099,          0.00052868,           0.0034858,           0.0034858,           0.0034858
                 331,            0.022161,           0.0077196,           0.0061194,             0.99498,             0.99986,               0.995,             0.88915,           0.0071659,           0.0024101,          0.00053832,            0.003466,            0.003466,            0.003466
                 332,            0.025872,            0.008972,           0.0064456,             0.99498,             0.99986,               0.995,             0.88915,           0.0071659,           0.0024101,          0.00053832,           0.0034462,           0.0034462,           0.0034462
                 333,             0.02181,           0.0072399,           0.0051775,             0.99277,                   1,               0.995,             0.88162,           0.0099115,           0.0024317,          0.00056454,           0.0034264,           0.0034264,           0.0034264
                 334,            0.022755,           0.0084479,           0.0027637,             0.99277,                   1,               0.995,             0.88162,           0.0099115,           0.0024317,          0.00056454,           0.0034066,           0.0034066,           0.0034066
                 335,            0.024313,           0.0075642,           0.0033481,             0.99172,                   1,               0.995,              0.9043,           0.0068705,           0.0021204,          0.00059654,           0.0033868,           0.0033868,           0.0033868
                 336,            0.023262,           0.0083405,           0.0077977,             0.99172,                   1,               0.995,              0.9043,           0.0068705,           0.0021204,          0.00059654,            0.003367,            0.003367,            0.003367
                 337,            0.021248,           0.0084262,           0.0070734,              0.9897,                   1,               0.995,             0.86175,           0.0081693,           0.0021146,           0.0006513,           0.0033472,           0.0033472,           0.0033472
                 338,            0.019668,           0.0081973,           0.0036938,              0.9897,                   1,               0.995,             0.86175,           0.0081693,           0.0021146,           0.0006513,           0.0033274,           0.0033274,           0.0033274
                 339,            0.018122,            0.008191,           0.0040713,             0.98688,                   1,               0.995,             0.85369,           0.0089024,           0.0020197,          0.00075043,           0.0033076,           0.0033076,           0.0033076
                 340,            0.024428,           0.0063959,           0.0072379,             0.98688,                   1,               0.995,             0.85369,           0.0089024,           0.0020197,          0.00075043,           0.0032878,           0.0032878,           0.0032878
                 341,            0.023905,           0.0072477,            0.002875,              0.9834,                   1,               0.995,             0.89491,           0.0068642,           0.0020436,          0.00086508,            0.003268,            0.003268,            0.003268
                 342,            0.022552,           0.0087516,           0.0031813,              0.9834,                   1,               0.995,             0.89491,           0.0068642,           0.0020436,          0.00086508,           0.0032482,           0.0032482,           0.0032482
                 343,            0.021146,           0.0071083,           0.0032222,             0.97948,                   1,               0.995,             0.78828,           0.0097163,           0.0021562,           0.0009871,           0.0032284,           0.0032284,           0.0032284
                 344,            0.016192,            0.007009,           0.0025263,             0.97948,                   1,               0.995,             0.78828,           0.0097163,           0.0021562,           0.0009871,           0.0032086,           0.0032086,           0.0032086
                 345,            0.021624,           0.0093188,           0.0057949,             0.97671,                   1,               0.995,              0.9261,           0.0068573,           0.0020763,           0.0010759,           0.0031888,           0.0031888,           0.0031888
                 346,            0.020548,           0.0090723,            0.010925,             0.97671,                   1,               0.995,              0.9261,           0.0068573,           0.0020763,           0.0010759,            0.003169,            0.003169,            0.003169
                 347,            0.018669,           0.0079354,           0.0082889,             0.97546,                   1,               0.995,             0.88391,            0.008065,           0.0021602,             0.00112,           0.0031492,           0.0031492,           0.0031492
                 348,            0.019238,           0.0076838,             0.01247,             0.97546,                   1,               0.995,             0.88391,            0.008065,           0.0021602,             0.00112,           0.0031294,           0.0031294,           0.0031294
                 349,            0.017099,            0.007442,           0.0046632,             0.98103,                   1,               0.995,             0.90413,           0.0078393,           0.0019244,          0.00091049,           0.0031096,           0.0031096,           0.0031096
                 350,             0.01904,           0.0081799,           0.0045674,             0.98103,                   1,               0.995,             0.90413,           0.0078393,           0.0019244,          0.00091049,           0.0030898,           0.0030898,           0.0030898
                 351,            0.023141,           0.0065691,           0.0096822,               0.989,                   1,               0.995,             0.91051,           0.0069468,           0.0018334,          0.00066513,             0.00307,             0.00307,             0.00307
                 352,            0.022899,           0.0089231,           0.0039059,               0.989,                   1,               0.995,             0.91051,           0.0069468,           0.0018334,          0.00066513,           0.0030502,           0.0030502,           0.0030502
                 353,            0.022655,           0.0085698,           0.0092791,             0.99298,                   1,               0.995,             0.88417,           0.0074505,           0.0017277,          0.00054505,           0.0030304,           0.0030304,           0.0030304
                 354,            0.020962,           0.0097527,            0.007119,             0.99298,                   1,               0.995,             0.88417,           0.0074505,           0.0017277,          0.00054505,           0.0030106,           0.0030106,           0.0030106
                 355,            0.020858,           0.0086575,           0.0044102,             0.99496,                   1,               0.995,             0.83437,           0.0087454,           0.0017992,          0.00049837,           0.0029908,           0.0029908,           0.0029908
                 356,            0.017902,           0.0090837,            0.012371,             0.99496,                   1,               0.995,             0.83437,           0.0087454,           0.0017992,          0.00049837,            0.002971,            0.002971,            0.002971
                 357,            0.025096,            0.009623,            0.011431,             0.99618,                   1,               0.995,             0.87579,           0.0078734,           0.0017698,          0.00047994,           0.0029512,           0.0029512,           0.0029512
                 358,             0.01925,           0.0076716,           0.0026642,             0.99618,                   1,               0.995,             0.87579,           0.0078734,           0.0017698,          0.00047994,           0.0029314,           0.0029314,           0.0029314
                 359,             0.02246,           0.0081397,           0.0067994,             0.99684,                   1,               0.995,             0.86986,           0.0088547,           0.0016989,          0.00047455,           0.0029116,           0.0029116,           0.0029116
                 360,            0.014313,           0.0083984,           0.0039502,             0.99684,                   1,               0.995,             0.86986,           0.0088547,           0.0016989,          0.00047455,           0.0028918,           0.0028918,           0.0028918
                 361,            0.016096,            0.006248,           0.0037856,             0.99753,                   1,               0.995,             0.89083,           0.0068311,            0.001738,           0.0004834,            0.002872,            0.002872,            0.002872
                 362,            0.022798,           0.0080806,             0.01041,             0.99753,                   1,               0.995,             0.89083,           0.0068311,            0.001738,           0.0004834,           0.0028522,           0.0028522,           0.0028522
                 363,            0.020972,            0.008086,           0.0065973,             0.99736,                   1,               0.995,              0.8918,           0.0077913,           0.0019565,           0.0004891,           0.0028324,           0.0028324,           0.0028324
                 364,            0.023818,           0.0076352,           0.0091886,             0.99736,                   1,               0.995,              0.8918,           0.0077913,           0.0019565,           0.0004891,           0.0028126,           0.0028126,           0.0028126
                 365,            0.021469,           0.0086537,           0.0032788,             0.99781,                   1,               0.995,             0.87341,            0.008064,           0.0019674,          0.00048494,           0.0027928,           0.0027928,           0.0027928
                 366,            0.021634,           0.0073848,           0.0027372,             0.99781,                   1,               0.995,             0.87341,            0.008064,           0.0019674,          0.00048494,            0.002773,            0.002773,            0.002773
                 367,            0.019646,            0.007018,           0.0031823,             0.99773,                   1,               0.995,             0.84025,           0.0091035,           0.0018454,          0.00048818,           0.0027532,           0.0027532,           0.0027532
                 368,            0.021614,           0.0082552,           0.0045044,             0.99773,                   1,               0.995,             0.84025,           0.0091035,           0.0018454,          0.00048818,           0.0027334,           0.0027334,           0.0027334
                 369,            0.022741,           0.0083606,           0.0046173,             0.99794,                   1,               0.995,             0.90174,           0.0074981,           0.0017895,           0.0004868,           0.0027136,           0.0027136,           0.0027136
                 370,             0.02205,           0.0094173,            0.012219,             0.99794,                   1,               0.995,             0.90174,           0.0074981,           0.0017895,           0.0004868,           0.0026938,           0.0026938,           0.0026938
                 371,            0.019569,           0.0084098,           0.0068977,             0.99774,                   1,               0.995,             0.89148,           0.0075363,           0.0019024,          0.00048514,            0.002674,            0.002674,            0.002674
                 372,            0.022258,           0.0093437,           0.0052023,             0.99774,                   1,               0.995,             0.89148,           0.0075363,           0.0019024,          0.00048514,           0.0026542,           0.0026542,           0.0026542
                 373,            0.018346,           0.0065609,           0.0024487,             0.99791,                   1,               0.995,             0.85273,           0.0083238,           0.0020013,          0.00048442,           0.0026344,           0.0026344,           0.0026344
                 374,            0.025488,           0.0090361,           0.0041285,             0.99791,                   1,               0.995,             0.85273,           0.0083238,           0.0020013,          0.00048442,           0.0026146,           0.0026146,           0.0026146
                 375,            0.020982,           0.0077933,            0.004762,             0.99777,                   1,               0.995,             0.93942,           0.0069561,           0.0020663,          0.00047516,           0.0025948,           0.0025948,           0.0025948
                 376,            0.020915,           0.0076441,           0.0040323,             0.99777,                   1,               0.995,             0.93942,           0.0069561,           0.0020663,          0.00047516,            0.002575,            0.002575,            0.002575
                 377,            0.025524,           0.0060549,           0.0022238,             0.99733,                   1,               0.995,             0.88727,           0.0087015,           0.0021761,          0.00046977,           0.0025552,           0.0025552,           0.0025552
                 378,            0.021634,           0.0071059,           0.0055016,             0.99733,                   1,               0.995,             0.88727,           0.0087015,           0.0021761,          0.00046977,           0.0025354,           0.0025354,           0.0025354
                 379,            0.026754,           0.0083397,           0.0053561,             0.99733,                   1,               0.995,             0.92942,           0.0071942,           0.0020567,          0.00046619,           0.0025156,           0.0025156,           0.0025156
                 380,             0.02249,           0.0078061,           0.0040925,             0.99733,                   1,               0.995,             0.92942,           0.0071942,           0.0020567,          0.00046619,           0.0024958,           0.0024958,           0.0024958
                 381,            0.018734,           0.0060238,           0.0013464,             0.99735,                   1,               0.995,              0.8992,           0.0067082,           0.0020393,          0.00045986,            0.002476,            0.002476,            0.002476
                 382,            0.022459,           0.0080198,           0.0073704,             0.99735,                   1,               0.995,              0.8992,           0.0067082,           0.0020393,          0.00045986,           0.0024562,           0.0024562,           0.0024562
                 383,            0.017469,            0.007322,           0.0033305,             0.99717,                   1,               0.995,              0.8908,           0.0073672,           0.0021503,          0.00046125,           0.0024364,           0.0024364,           0.0024364
                 384,            0.019591,           0.0081668,           0.0072957,             0.99717,                   1,               0.995,              0.8908,           0.0073672,           0.0021503,          0.00046125,           0.0024166,           0.0024166,           0.0024166
                 385,            0.022093,           0.0068856,           0.0064197,             0.99728,                   1,               0.995,             0.89911,           0.0077694,           0.0022268,          0.00046227,           0.0023968,           0.0023968,           0.0023968
                 386,            0.022117,            0.010715,           0.0051801,             0.99728,                   1,               0.995,             0.89911,           0.0077694,           0.0022268,          0.00046227,            0.002377,            0.002377,            0.002377
                 387,            0.019697,            0.007742,           0.0037506,             0.99716,                   1,               0.995,             0.92804,           0.0066709,           0.0021178,          0.00046207,           0.0023572,           0.0023572,           0.0023572
                 388,            0.019501,           0.0073564,           0.0082474,             0.99716,                   1,               0.995,             0.92804,           0.0066709,           0.0021178,          0.00046207,           0.0023374,           0.0023374,           0.0023374
                 389,            0.019507,           0.0081887,           0.0047213,             0.99712,                   1,               0.995,             0.90967,           0.0061776,           0.0019468,          0.00043475,           0.0023176,           0.0023176,           0.0023176
                 390,            0.017379,           0.0078957,           0.0065336,             0.99712,                   1,               0.995,             0.90967,           0.0061776,           0.0019468,          0.00043475,           0.0022978,           0.0022978,           0.0022978
                 391,            0.019837,           0.0077871,           0.0040204,             0.99718,                   1,               0.995,             0.89821,           0.0069245,           0.0019969,          0.00042629,            0.002278,            0.002278,            0.002278
                 392,            0.019998,           0.0063644,           0.0030368,             0.99718,                   1,               0.995,             0.89821,           0.0069245,           0.0019969,          0.00042629,           0.0022582,           0.0022582,           0.0022582
                 393,             0.01313,           0.0079739,           0.0033139,              0.9972,                   1,               0.995,             0.89704,           0.0077525,           0.0021027,          0.00041264,           0.0022384,           0.0022384,           0.0022384
                 394,            0.017707,            0.007538,           0.0031439,              0.9972,                   1,               0.995,             0.89704,           0.0077525,           0.0021027,          0.00041264,           0.0022186,           0.0022186,           0.0022186
                 395,            0.016592,           0.0074331,           0.0024248,             0.99757,                   1,               0.995,             0.91543,           0.0073268,           0.0020653,          0.00039875,           0.0021988,           0.0021988,           0.0021988
                 396,            0.014124,            0.007089,           0.0022658,             0.99757,                   1,               0.995,             0.91543,           0.0073268,           0.0020653,          0.00039875,            0.002179,            0.002179,            0.002179
                 397,            0.017833,           0.0072345,           0.0021606,             0.99749,                   1,               0.995,             0.87717,           0.0071114,           0.0020168,          0.00039272,           0.0021592,           0.0021592,           0.0021592
                 398,             0.02363,           0.0076947,           0.0040031,             0.99749,                   1,               0.995,             0.87717,           0.0071114,           0.0020168,          0.00039272,           0.0021394,           0.0021394,           0.0021394
                 399,            0.019975,           0.0069625,           0.0031818,             0.99778,                   1,               0.995,             0.89772,            0.006659,           0.0019827,           0.0003876,           0.0021196,           0.0021196,           0.0021196
                 400,            0.017816,           0.0064533,           0.0070314,             0.99778,                   1,               0.995,             0.89772,            0.006659,           0.0019827,           0.0003876,           0.0020998,           0.0020998,           0.0020998
                 401,            0.016593,           0.0071984,            0.003196,             0.99808,                   1,               0.995,               0.933,           0.0067438,           0.0019418,          0.00038108,             0.00208,             0.00208,             0.00208
                 402,            0.018702,            0.007719,            0.004401,             0.99808,                   1,               0.995,               0.933,           0.0067438,           0.0019418,          0.00038108,           0.0020602,           0.0020602,           0.0020602
                 403,            0.016225,           0.0073675,           0.0021205,             0.99819,                   1,               0.995,             0.91029,           0.0064375,            0.001867,          0.00037713,           0.0020404,           0.0020404,           0.0020404
                 404,            0.015829,           0.0065604,           0.0031149,             0.99819,                   1,               0.995,             0.91029,           0.0064375,            0.001867,          0.00037713,           0.0020206,           0.0020206,           0.0020206
                 405,            0.019178,           0.0067964,            0.002867,             0.99808,                   1,               0.995,             0.91512,           0.0066201,           0.0018808,          0.00037475,           0.0020008,           0.0020008,           0.0020008
                 406,            0.016267,           0.0076727,           0.0054945,             0.99808,                   1,               0.995,             0.91512,           0.0066201,           0.0018808,          0.00037475,            0.001981,            0.001981,            0.001981
                 407,            0.020528,           0.0076185,           0.0048773,             0.99836,                   1,               0.995,             0.93204,           0.0065964,           0.0018596,          0.00036861,           0.0019612,           0.0019612,           0.0019612
                 408,            0.017424,           0.0088219,           0.0026846,             0.99836,                   1,               0.995,             0.93204,           0.0065964,           0.0018596,          0.00036861,           0.0019414,           0.0019414,           0.0019414
                 409,            0.012274,           0.0062262,           0.0039866,             0.99834,                   1,               0.995,             0.91782,           0.0065353,           0.0019361,          0.00036566,           0.0019216,           0.0019216,           0.0019216
                 410,            0.016886,           0.0069667,           0.0018946,             0.99834,                   1,               0.995,             0.91782,           0.0065353,           0.0019361,          0.00036566,           0.0019018,           0.0019018,           0.0019018
                 411,            0.016683,           0.0074238,           0.0029566,             0.99845,                   1,               0.995,             0.89337,            0.007611,           0.0019943,          0.00036194,            0.001882,            0.001882,            0.001882
                 412,             0.01785,           0.0071963,           0.0027817,             0.99845,                   1,               0.995,             0.89337,            0.007611,           0.0019943,          0.00036194,           0.0018622,           0.0018622,           0.0018622
                 413,            0.020924,           0.0093342,           0.0062243,             0.99831,                   1,               0.995,             0.89904,           0.0070629,           0.0020008,          0.00035771,           0.0018424,           0.0018424,           0.0018424
                 414,            0.016439,           0.0078008,           0.0089674,             0.99831,                   1,               0.995,             0.89904,           0.0070629,           0.0020008,          0.00035771,           0.0018226,           0.0018226,           0.0018226
                 415,            0.016681,            0.006944,           0.0014889,             0.99822,                   1,               0.995,             0.90182,           0.0065621,           0.0019992,           0.0003575,           0.0018028,           0.0018028,           0.0018028
                 416,            0.021294,           0.0083076,           0.0067425,             0.99822,                   1,               0.995,             0.90182,           0.0065621,           0.0019992,           0.0003575,            0.001783,            0.001783,            0.001783
                 417,            0.018254,           0.0070542,           0.0067773,             0.99828,                   1,               0.995,             0.91289,           0.0066319,           0.0019577,          0.00035023,           0.0017632,           0.0017632,           0.0017632
                 418,             0.01966,           0.0069563,           0.0039679,             0.99828,                   1,               0.995,             0.91289,           0.0066319,           0.0019577,          0.00035023,           0.0017434,           0.0017434,           0.0017434
                 419,             0.01808,           0.0079545,           0.0069586,             0.99819,                   1,               0.995,             0.88807,           0.0070327,           0.0019114,          0.00034443,           0.0017236,           0.0017236,           0.0017236
                 420,            0.017214,           0.0061963,           0.0045162,             0.99819,                   1,               0.995,             0.88807,           0.0070327,           0.0019114,          0.00034443,           0.0017038,           0.0017038,           0.0017038
                 421,            0.018692,            0.006781,           0.0064915,             0.99817,                   1,               0.995,             0.95363,           0.0062656,            0.001802,          0.00034142,            0.001684,            0.001684,            0.001684
                 422,            0.018893,           0.0070838,           0.0037704,             0.99817,                   1,               0.995,             0.95363,           0.0062656,            0.001802,          0.00034142,           0.0016642,           0.0016642,           0.0016642
                 423,           0.0095253,           0.0052176,           0.0029549,             0.99839,                   1,               0.995,             0.94684,           0.0059769,           0.0017352,          0.00033667,           0.0016444,           0.0016444,           0.0016444
                 424,            0.019041,           0.0061415,           0.0024353,             0.99839,                   1,               0.995,             0.94684,           0.0059769,           0.0017352,          0.00033667,           0.0016246,           0.0016246,           0.0016246
                 425,            0.020952,           0.0073382,           0.0040661,             0.99843,                   1,               0.995,             0.91782,           0.0058152,           0.0017179,          0.00033184,           0.0016048,           0.0016048,           0.0016048
                 426,             0.01195,           0.0071664,           0.0035258,             0.99843,                   1,               0.995,             0.91782,           0.0058152,           0.0017179,          0.00033184,            0.001585,            0.001585,            0.001585
                 427,            0.018059,           0.0057116,           0.0048176,             0.99848,                   1,               0.995,              0.8827,           0.0074687,            0.001723,          0.00033251,           0.0015652,           0.0015652,           0.0015652
                 428,            0.017965,            0.006803,           0.0016863,             0.99848,                   1,               0.995,              0.8827,           0.0074687,            0.001723,          0.00033251,           0.0015454,           0.0015454,           0.0015454
                 429,            0.022989,           0.0086862,           0.0071701,             0.99856,                   1,               0.995,             0.94699,           0.0060852,           0.0016656,          0.00033419,           0.0015256,           0.0015256,           0.0015256
                 430,            0.030785,           0.0080726,           0.0063777,             0.99856,                   1,               0.995,             0.94699,           0.0060852,           0.0016656,          0.00033419,           0.0015058,           0.0015058,           0.0015058
                 431,            0.016093,           0.0080049,            0.020331,             0.99894,                   1,               0.995,             0.92357,           0.0065595,            0.001644,           0.0003273,            0.001486,            0.001486,            0.001486
                 432,            0.019878,           0.0087409,           0.0021948,             0.99894,                   1,               0.995,             0.92357,           0.0065595,            0.001644,           0.0003273,           0.0014662,           0.0014662,           0.0014662
                 433,             0.01822,           0.0073582,           0.0023915,              0.9992,                   1,               0.995,              0.9467,           0.0060811,           0.0016356,          0.00032295,           0.0014464,           0.0014464,           0.0014464
                 434,             0.01833,           0.0078366,           0.0058174,              0.9992,                   1,               0.995,              0.9467,           0.0060811,           0.0016356,          0.00032295,           0.0014266,           0.0014266,           0.0014266
                 435,            0.016609,           0.0062498,           0.0059528,              0.9993,                   1,               0.995,             0.95059,           0.0059093,           0.0016563,          0.00031887,           0.0014068,           0.0014068,           0.0014068
                 436,            0.018498,           0.0074018,           0.0039517,              0.9993,                   1,               0.995,             0.95059,           0.0059093,           0.0016563,          0.00031887,            0.001387,            0.001387,            0.001387
                 437,            0.017203,           0.0082118,           0.0019296,             0.99945,                   1,               0.995,             0.91021,           0.0072085,           0.0017004,          0.00031446,           0.0013672,           0.0013672,           0.0013672
                 438,            0.023281,           0.0079435,           0.0045105,             0.99945,                   1,               0.995,             0.91021,           0.0072085,           0.0017004,          0.00031446,           0.0013474,           0.0013474,           0.0013474
                 439,            0.014316,           0.0074884,           0.0076243,              0.9998,                   1,               0.995,              0.9506,           0.0057431,             0.00163,          0.00031486,           0.0013276,           0.0013276,           0.0013276
                 440,            0.018539,           0.0086912,           0.0035066,              0.9998,                   1,               0.995,              0.9506,           0.0057431,             0.00163,          0.00031486,           0.0013078,           0.0013078,           0.0013078
                 441,            0.020401,           0.0070047,           0.0071533,             0.99967,                   1,               0.995,             0.96221,           0.0056971,           0.0016394,          0.00031178,            0.001288,            0.001288,            0.001288
                 442,             0.02209,            0.007029,           0.0022911,             0.99967,                   1,               0.995,             0.96221,           0.0056971,           0.0016394,          0.00031178,           0.0012682,           0.0012682,           0.0012682
                 443,            0.017771,           0.0085524,           0.0027934,             0.99965,                   1,               0.995,              0.9372,            0.006484,           0.0017061,           0.0003156,           0.0012484,           0.0012484,           0.0012484
                 444,            0.018515,           0.0059181,           0.0042119,             0.99965,                   1,               0.995,              0.9372,            0.006484,           0.0017061,           0.0003156,           0.0012286,           0.0012286,           0.0012286
                 445,            0.018105,           0.0068357,            0.010273,             0.99959,                   1,               0.995,             0.92352,           0.0059221,           0.0017402,          0.00031173,           0.0012088,           0.0012088,           0.0012088
                 446,            0.018266,           0.0074652,           0.0034197,             0.99959,                   1,               0.995,             0.92352,           0.0059221,           0.0017402,          0.00031173,            0.001189,            0.001189,            0.001189
                 447,            0.018257,           0.0082047,            0.007894,             0.99931,                   1,               0.995,             0.94109,           0.0058238,           0.0017992,          0.00031449,           0.0011692,           0.0011692,           0.0011692
                 448,            0.014714,           0.0062994,           0.0024927,             0.99931,                   1,               0.995,             0.94109,           0.0058238,           0.0017992,          0.00031449,           0.0011494,           0.0011494,           0.0011494
                 449,            0.018356,           0.0073231,           0.0087579,             0.99911,                   1,               0.995,             0.94068,           0.0058674,           0.0018752,          0.00031364,           0.0011296,           0.0011296,           0.0011296
                 450,            0.019701,           0.0096459,           0.0055835,             0.99911,                   1,               0.995,             0.94068,           0.0058674,           0.0018752,          0.00031364,           0.0011098,           0.0011098,           0.0011098
                 451,            0.021554,           0.0086675,           0.0075061,             0.99928,                   1,               0.995,             0.95362,           0.0056451,           0.0019011,          0.00031153,             0.00109,             0.00109,             0.00109
                 452,            0.013238,           0.0065019,            0.001482,             0.99928,                   1,               0.995,             0.95362,           0.0056451,           0.0019011,          0.00031153,           0.0010702,           0.0010702,           0.0010702
                 453,            0.014553,            0.006875,           0.0017761,              0.9997,                   1,               0.995,             0.93213,            0.005863,           0.0019723,          0.00031068,           0.0010504,           0.0010504,           0.0010504
                 454,            0.015106,           0.0063827,           0.0028566,              0.9997,                   1,               0.995,             0.93213,            0.005863,           0.0019723,          0.00031068,           0.0010306,           0.0010306,           0.0010306
                 455,            0.018832,           0.0062982,           0.0061214,             0.99966,                   1,               0.995,             0.91486,           0.0061981,           0.0019855,          0.00031044,           0.0010108,           0.0010108,           0.0010108
                 456,            0.018813,           0.0084735,           0.0041399,             0.99966,                   1,               0.995,             0.91486,           0.0061981,           0.0019855,          0.00031044,            0.000991,            0.000991,            0.000991
                 457,            0.018263,           0.0065127,           0.0092701,             0.99971,                   1,               0.995,              0.9207,           0.0059446,           0.0020001,          0.00030975,           0.0009712,           0.0009712,           0.0009712
                 458,            0.016907,           0.0080781,           0.0035836,             0.99971,                   1,               0.995,              0.9207,           0.0059446,           0.0020001,          0.00030975,           0.0009514,           0.0009514,           0.0009514
                 459,            0.014268,           0.0078668,           0.0045989,             0.99951,                   1,               0.995,             0.92677,           0.0059456,            0.001948,          0.00031306,           0.0009316,           0.0009316,           0.0009316
                 460,            0.020714,           0.0088149,           0.0066104,             0.99951,                   1,               0.995,             0.92677,           0.0059456,            0.001948,          0.00031306,           0.0009118,           0.0009118,           0.0009118
                 461,            0.016151,           0.0066297,            0.002174,              0.9994,                   1,               0.995,             0.97047,           0.0059985,           0.0019485,          0.00031608,            0.000892,            0.000892,            0.000892
                 462,            0.014885,           0.0068557,           0.0042829,              0.9994,                   1,               0.995,             0.97047,           0.0059985,           0.0019485,          0.00031608,           0.0008722,           0.0008722,           0.0008722
                 463,            0.021585,           0.0090677,           0.0069448,             0.99934,                   1,               0.995,             0.97049,           0.0059426,           0.0019335,          0.00031547,           0.0008524,           0.0008524,           0.0008524
                 464,             0.01789,           0.0092824,           0.0081908,             0.99934,                   1,               0.995,             0.97049,           0.0059426,           0.0019335,          0.00031547,           0.0008326,           0.0008326,           0.0008326
                 465,            0.016937,           0.0069166,           0.0043421,             0.99953,                   1,               0.995,             0.92442,           0.0060457,           0.0019264,          0.00031235,           0.0008128,           0.0008128,           0.0008128
                 466,            0.016368,            0.008448,           0.0042244,             0.99953,                   1,               0.995,             0.92442,           0.0060457,           0.0019264,          0.00031235,            0.000793,            0.000793,            0.000793
                 467,            0.019019,            0.007908,           0.0038804,             0.99942,                   1,               0.995,             0.97048,           0.0057491,           0.0018737,          0.00031305,           0.0007732,           0.0007732,           0.0007732
                 468,            0.018655,           0.0077536,            0.003742,             0.99942,                   1,               0.995,             0.97048,           0.0057491,           0.0018737,          0.00031305,           0.0007534,           0.0007534,           0.0007534
                 469,            0.020941,           0.0067907,           0.0090598,              0.9994,                   1,               0.995,              0.9608,           0.0056882,           0.0018884,          0.00031085,           0.0007336,           0.0007336,           0.0007336
                 470,            0.018866,            0.008998,           0.0079793,              0.9994,                   1,               0.995,              0.9608,           0.0056882,           0.0018884,          0.00031085,           0.0007138,           0.0007138,           0.0007138
                 471,            0.012233,           0.0062906,           0.0011027,              0.9995,                   1,               0.995,             0.96078,           0.0060565,           0.0019142,          0.00030762,            0.000694,            0.000694,            0.000694
                 472,            0.018979,           0.0082383,           0.0035331,              0.9995,                   1,               0.995,             0.96078,           0.0060565,           0.0019142,          0.00030762,           0.0006742,           0.0006742,           0.0006742
                 473,            0.019229,           0.0093652,           0.0042459,             0.99961,                   1,               0.995,             0.94593,           0.0058978,           0.0018786,          0.00030763,           0.0006544,           0.0006544,           0.0006544
                 474,            0.018101,           0.0074235,           0.0049647,             0.99961,                   1,               0.995,             0.94593,           0.0058978,           0.0018786,          0.00030763,           0.0006346,           0.0006346,           0.0006346
                 475,            0.017169,           0.0080992,           0.0033769,             0.99964,                   1,               0.995,             0.94591,           0.0056794,           0.0018621,          0.00031089,           0.0006148,           0.0006148,           0.0006148
                 476,            0.017845,           0.0069539,           0.0033341,             0.99964,                   1,               0.995,             0.94591,           0.0056794,           0.0018621,          0.00031089,            0.000595,            0.000595,            0.000595
                 477,            0.016297,           0.0067985,           0.0064728,             0.99941,                   1,               0.995,             0.95361,           0.0053833,           0.0018357,          0.00031208,           0.0005752,           0.0005752,           0.0005752
                 478,            0.017083,           0.0078431,           0.0025047,             0.99941,                   1,               0.995,             0.95361,           0.0053833,           0.0018357,          0.00031208,           0.0005554,           0.0005554,           0.0005554
